iata_code,latitude,longitude
NHT,51.553,-0.41817
NHV,-8.7956,-140.229
NHX,30.39111,-87.6325
NHZ,43.89222,-69.93861
NIB,63.02,-154.4
NIC,35.15417,33.275
NIF,-21.67242,121.59329
NIM,13.481547,2.183614
NIO,-2.75,17.7
NIP,30.235834,-81.680556
NIT,46.311303,-0.401503
NIU,-16.11906,-146.36802
NIX,15.23897,-9.57579
NJA,35.454611,139.450167
NJC,60.949272,76.483617
NJF,31.99152,44.39622
NJK,32.829222,-115.671667
NKC,18.097856,-15.947956
NKG,31.74204,118.86202
NKI,55.86457,-133.19249
NKL,-1.983,16.47
NKM,35.25,136.9
NKP,-20.7006,-143.04484
NKS,4.95,9.933
NKT,37.3639,42.05987
NKX,32.87476,-117.13929
NKY,-4.22167,13.28556
NLA,-12.998139,28.664944
NLC,36.32559,-119.94837
NLD,27.44392,-99.57046
NLE,41.84037,-86.22564
NLG,56.02,-161.2
NLH,27.54587,100.76677
NLI,53.15387,140.65487
NLL,-21.75,120.2
NLO,-4.32666,15.3275
NLP,-25.48,30.98
NLT,43.43,83.38
NLU,19.75653,-99.01514
NLV,47.05562,31.91872
NMA,40.98,71.6
NME,60.47232,-164.69922
NML,57.05488,-111.57286
NMT,23.08,97.4
NNA,34.29886,-6.59588
NNB,-10.8484,162.4544
NNG,22.608267,108.172442
NNI,-18.82,16.92
NNK,58.75,-156.5
NNL,60,-154.8
NNR,53.25,-9.3
NNT,18.807914,100.783419
NNU,-17.78,-40.68
NNX,4.15,117.7
NNY,32.9808,112.615
NOA,-34.948889,150.536944
NOB,9.97649,-85.653
NOC,53.91028,-8.81806
NOG,31.22701,-110.97708
NOH,42.09056,-87.8225
NOJ,63.1833,75.27
NOK,-14.42,-52.92
NOP,42.02088,35.08061
NOS,-13.312067,48.314822
NOT,38.14158,-122.55579
NOU,-22.014553,166.212972
NOV,-12.80888,15.76055
NOZ,53.80775,86.87405
NPA,30.352656,-87.318647
NPE,-39.46635,176.86778
NPL,-39.008611,174.179167
NPO,-0.3667,111.8
NPR,-7.126,-55.4
NPT,41.6,-71.42
NQA,35.356667,-89.870278
NQI,27.507223,-97.809723
NQN,-38.949,-68.15571
NQT,52.92,-1.07917
NQX,24.575834,-81.688889
NQY,50.44056,-4.99541
NRA,-34.702222,146.512222
NRB,30.39076,-81.42509
NRC,37.4,-121.1
NRD,53.706822,7.230247
NRE,-3.8558,126.69955
NRG,-32.93,117.2
NRK,58.58597,16.24054
NRM,15.23084,-7.26415
NRN,51.6025,6.14222
NRR,18.25184,-65.64014
NRS,32.57,-117.1
NRT,35.76472,140.38639
NSB,25.77,-79.25
NSF,38.8,-76.92
NSI,3.722556,11.553269
NSK,69.3111,87.3322
NSM,-32.2,121.8
NSN,-41.29661,173.22414
NSO,-32.037222,150.832222
NST,8.46762,99.95619
NSV,-26.4,153.1
NSY,37.401664,14.922358
NTA,-18.10341,177.31867
NTB,59.56568,9.21222
NTD,34.12028,-119.12094
NTE,47.153189,-1.610725
NTG,32.0708,120.976
NTI,-2.10416,133.522
NTL,-32.795,151.834444
NTM,-9.5476,-48.3989
NTN,-17.683611,141.070278
NTQ,37.2931,136.96201
NTR,25.86557,-100.23724
NTT,-15.97688,-173.79178
NTY,-25.3338,27.1734
NUA,6.95723,80.7796
NUE,49.49575,11.07576
NUI,70.22,-150.9
NUK,-19.285,-138.772
NUL,64.73,-158.1
NUN,30.47,-87.34
NUP,60.88,-162.5
NUQ,37.41352,-122.05404
NUS,-16.0797,167.401
NUU,-0.29963,36.16055
NUW,48.34433,-122.66613
NUX,66.07257,76.52181
NVA,2.95015,-75.294
NVG,11.67,-84.45
NVI,40.1172,65.1708
NVK,68.43571,17.38844
NVR,58.4933,31.2417
NVS,47.002625,3.113333
NVT,-26.879999,-48.65139
NWA,-12.2981,43.7664
NWI,52.675833,1.282778
NWP,47.30688,-53.99034
NWS,40.7032,-74.00652
NWU,32.36556,-64.68028
NYA,62.11,65.615
NYE,-0.37156,36.98144
NYG,38.50782,-77.30608
NYI,7.361828,-2.328756
NYK,-0.06667,37.03333
NYM,65.4809,72.6989
NYN,-31.551111,147.202778
NYO,58.788636,16.912189
NYR,63.29718,118.34696
NYT,19.6225,96.2014
NYU,21.1788,94.9302
NYW,22.22396,95.09328
NZC,-14.854,-74.9615
NZE,7.81306,-8.70306
NZH,49.58,117.4
NZL,47.86604,122.76466
NZY,32.69922,-117.21531
OAG,-33.381667,149.133056
OAJ,34.83051,-77.60609
OAK,37.73071,-122.21955
OAL,-11.49331,-61.45168
OAM,-44.97,171.081667
OAN,15.50794,-86.57355
OAR,36.91,-121.8
OAX,17.00135,-96.72496
OBC,11.92,43.25
OBD,-3.9,136.2
OBE,27.25,-80.83
OBF,48.081364,11.283067
OBL,51.27,4.75
OBM,-7.75,147.6
OBN,56.58,-5.5
OBO,42.733333,143.217222
OBS,44.544236,4.372192
OBU,66.93,-156.9
OBX,-7.59024,141.32306
OCA,25.32054,-80.27854
OCC,-0.46289,-76.9868
OCE,38.31206,-75.12407
OCF,29.16846,-82.22297
OCH,31.57788,-94.70668
OCJ,18.40411,-76.96949
OCM,-22.53983,117.27536
OCN,33.22,-117.4
OCS,0.91577,9.33005
ODA,8,22.42
ODB,37.84201,-4.84888
ODD,-27.55,135.4
ODE,55.47666,10.33093
ODH,51.23414,-0.94282
ODM,39.58169,-79.3378
ODN,4.033,115.1
ODO,57.86521,114.24219
ODS,46.426767,30.676464
ODW,48.25154,-122.67814
ODY,20.6827,101.994
OEA,38.68998,-87.54816
OEC,-9.19789,124.34725
OER,63.40834,18.99004
OES,-40.752,-65.03288
OFF,41.11805,-95.91279
OFK,41.98,-97.43
OFU,-14.18,-169.7
OGA,41.13,-101.7
OGB,33.45,-80.85
OGD,41.195917,-112.012167
OGG,20.89865,-156.430458
OGL,6.80725,-58.10605
OGM,9.12727,-77.93328
OGO,6.733,-3.483
OGR,10.28838,15.37998
OGS,44.68,-75.47
OGU,40.96473,38.08024
OGX,31.917223,5.412778
OGZ,43.205114,44.606642
OHA,-41.5,174.8
OHC,63.29028,-168.97194
OHD,41.17996,20.74232
OHE,52.91465,122.42769
OHH,53.52,142.9
OHO,59.42,143.1
OHS,24.39025,56.62319
OIC,42.56725,-75.52652
OIR,42.071667,139.432911
OIT,33.47944,131.73722
OJC,38.85,-94.73
OKA,26.19581,127.64587
OKC,35.393089,-97.600733
OKD,43.11614,141.38022
OKE,27.43269,128.70518
OKF,-19.17,15.93
OKG,-1.467,15.07
OKH,52.73571,-0.64877
OKI,36.17994,133.32862
OKJ,34.75694,133.85528
OKK,40.53,-86.07
OKL,-4.90668,140.62646
OKM,35.62,-95.97
OKN,-0.665214,13.673133
OKO,35.74849,139.34848
OKQ,-8.1,139.7
OKR,-9.75288,143.40531
OKV,-5.55636,141.03287
OKY,-27.411389,151.735278
OLB,40.89866,9.51763
OLC,-3.46579,-68.91882
OLE,42.24142,-78.37308
OLF,48.08,-105.6
OLH,57.2,-153.3
OLJ,-14.8817,166.558
OLK,-21.0452,-57.8825
OLL,-1.22583,15.9103
OLM,46.969406,-122.902544
OLO,49.58818,17.20768
OLP,-30.485,136.877
OLS,31.33,-110.9
OLU,41.448,-97.342639
OLV,34.97,-89.83
OLX,-1.4086,35.11024
OLY,38.71953,-88.17393
OLZ,60.39919,120.46406
OMA,41.3011,-95.89848
OMC,11.05,124.6
OMD,-28.584722,16.446667
OME,64.512203,-165.445247
OMF,32.35635,36.25918
OMI,30.83,49.53
OMJ,32.92823,129.93414
OMK,48.4,-119.5
OMN,18.27993,76.05633
OMO,43.2829,17.84588
OMR,47.02528,21.9025
OMS,54.96704,73.31051
ONA,44.07691,-91.70821
OND,-17.878214,15.9526
ONG,-16.66159,139.16927
ONH,42.45,-75.12
ONJ,40.19187,140.37143
ONK,68.51551,112.47923
ONM,34.02485,-106.90049
ONO,44.02,-117
ONP,44.58,-124.1
ONQ,41.52,32.1
ONS,-21.66844,115.11269
ONT,34.056,-117.601194
ONU,-20.65977,-178.74086
ONX,9.35617,-79.86734
ONY,33.35149,-98.81731
OOK,60.53,-165.1
OOL,-28.164444,153.504722
OOM,-36.29379,148.97397
OPA,66.31062,-16.46306
OPF,25.9,-80.27
OPL,30.52686,-91.97623
OPO,41.248055,-8.681389
OPS,-11.885,-55.58611
OPU,-8.05,142.933
ORA,-23.15278,-64.32917
ORB,59.22373,15.03796
ORD,41.978603,-87.904842
ORE,47.898,2.164
ORF,36.894611,-76.201222
ORG,5.76946,-55.22235
ORH,42.267338,-71.87571
ORI,57.88,-152.9
ORJ,4.717,-60.03
ORK,51.841269,-8.491111
ORL,28.53,-81.35
ORM,52.3053,-0.79306
ORN,35.623858,-0.621183
ORP,-21.2667,25.3167
ORR,-35.03,137.6
ORU,-17.95,-67.1
ORV,66.83,-161
ORY,48.72528,2.35944
ORZ,18.07447,-88.54837
OSC,44.45,-83.38
OSD,63.19332,14.50401
OSF,55.5041,37.50953
OSH,43.984353,-88.557042
OSI,45.462667,18.810156
OSL,60.19392,11.10036
OSM,36.30576,43.1474
OSO,-22.08254,140.55779
OSR,49.696292,18.111053
OSS,40.608989,72.793269
OST,51.19889,2.86222
OSU,40.079778,-83.073028
OSW,51.072506,58.595586
OSY,64.47,11.6
OSZ,54.042,16.26273
OTD,8.62876,-79.0347
OTH,43.417103,-124.246019
OTL,17.53,-14.72
OTM,41.106597,-92.447939
OTP,44.572161,26.102178
OTS,48.5,-122.6
OTU,7.01209,-74.71596
OTZ,66.884678,-162.59855
OUA,12.353194,-1.512417
OUD,34.78715,-1.92399
OUG,13.57,-2.433
OUH,-33.6,22.18
OUK,60.42517,-0.75121
OUL,64.930061,25.354564
OUN,35.15,-97.47
OUR,4.47563,14.36269
OUS,-22.98,-49.87
OUT,10.48882,16.71883
OUZ,22.75754,-12.47867
OVA,-24.23,45.3
OVB,55.012622,82.650656
OVD,43.56357,-6.03462
OVE,39.48,-121.6
OVL,-30.4,-71.2
OWB,37.74224,-87.1657
OWD,42.18,-71.18
OWK,44.72,-69.8
OXB,11.89485,-15.653681
OXC,41.63,-73.05
OXD,39.5,-85.75
OXF,51.83652,-1.32016
OXO,-28.06005,141.53614
OXR,34.2,-119.2
OYA,-29.099472,-59.250583
OYE,1.543108,11.581361
OYG,3.65,31.72
OYK,3.867,-51.8
OYL,3.533,39.05
OYN,-32.07,142.3
OYO,-38.38876,-60.32928
OZG,30.2639,-5.85306
OZH,47.86722,35.31639
OZP,37.17492,-5.61594
OZR,31.27813,-85.71581
OZZ,30.93905,-6.90943
PAC,8.97334,-79.55558
PAD,51.6081,8.61139
PAF,2.20256,31.55445
PAG,7.827197,123.458294
PAH,37.060289,-88.772958
PAJ,33.9025,70.07139
PAL,5.483611,-74.657361
PAM,30.06957,-85.57542
PAN,6.785458,101.153569
PAO,37.47,-122.1
PAP,18.58005,-72.29254
PAQ,61.594914,-149.088711
PAS,37.02051,25.11397
PAT,25.59132,85.08799
PAU,21.45,94.52
PAV,-9.400878,-38.250575
PAX,19.93485,-72.84678
PAY,6,117.4
PAZ,20.60025,-97.46079
PBA,71.3387,-156.63766
PBC,19.15814,-98.37145
PBD,21.648675,69.657219
PBF,34.18,-91.93
PBG,44.65,-73.47
PBH,27.403192,89.424606
PBI,26.68316,-80.09559
PBJ,-16.43195,168.23555
PBM,5.45283,-55.18778
PBN,-10.721956,13.765528
PBO,-23.17228,117.747
PBP,9.85611,-85.3708
PBQ,-11.63,-61.17
PBR,15.730878,-88.583767
PBT,-0.3433,-58.03
PBZ,-34.090279,23.327778
PCA,58.90677,-157.71211
PCE,57.1584,-157.41323
PCJ,-22.28,-57.93
PCK,67.23778,-150.28583
PCL,-8.37794,-74.5743
PCM,20.6,-87.1
PCN,-41.35,174
PCO,23.57461,-109.53601
PCS,-7.083,-41.47
PCT,40.39911,-74.65858
PCV,27.08,-112
PDB,59.78,-154.1
PDF,-17.35,-39.22
PDG,-0.7873,100.28239
PDK,33.875611,-84.301972
PDL,37.741184,-25.69787
PDM,7.55676,-80.0233
PDO,-3.286069,103.8796
PDP,-34.85514,-55.09428
PDS,28.62958,-100.53778
PDT,45.6943,-118.84166
PDV,42.067806,24.850833
PDX,45.588722,-122.5975
PEA,-35.73,137.9
PEC,57.95,-136.2
PED,50.013419,15.738647
PEE,57.91452,56.02121
PEG,43.09591,12.51322
PEH,-35.84459,-61.85755
PEI,4.812675,-75.739519
PEK,40.080111,116.584556
PEM,-12.613611,-69.228611
PEN,5.29714,100.27686
PER,-31.940278,115.966944
PES,61.885161,34.154744
PET,-31.718353,-52.327689
PEW,33.99391,71.51458
PEX,65.12,57.13
PEZ,53.11667,45.01667
PFB,-28.243989,-52.326558
PFC,45.2,-124
PFN,30.21208,-85.68281
PFO,34.718039,32.485731
PGA,36.93,-111.5
PGD,26.92,-81.98
PGF,42.740442,2.870667
PGH,29.033408,79.473744
PGI,-7.35869,20.80498
PGK,-2.16319,106.13922
PGL,30.38,-88.52
PGM,59.35,-151.8
PGS,35.53,-113.4
PGV,35.63,-77.4
PGZ,-25.1847,-50.1441
PHA,11.6335,108.952
PHC,5.01549,6.94959
PHD,40.47153,-81.41869
PHE,-20.377778,118.626389
PHF,37.13181,-76.49273
PHG,4.84162,7.01765
PHI,-2.517,-45.08
PHK,26.82,-80.65
PHL,39.87835,-75.24018
PHN,42.9,-82.53
PHO,68.35,-166.8
PHP,44.04913,-101.60184
PHQ,-21.81166,139.92329
PHR,-18.25633,178.04976
PHS,16.77759,100.28282
PHT,36.33,-88.38
PHU,11.30034,106.79277
PHW,-23.937166,31.15539
PHX,33.43551,-111.99807
PHY,16.68,101.2
PIA,40.664203,-89.693258
PIB,31.467139,-89.337056
PID,25.08,-77.3
PIE,27.91017,-82.68739
PIF,22.672367,120.461728
PIH,42.909806,-112.595917
PII,64.82,-147.9
PIK,55.48333,-4.61667
PIL,-26.881467,-58.318036
PIN,-2.633,-56.73
PIO,-13.74486,-76.22028
PIP,57.57,-157.6
PIR,44.382678,-100.285964
PIS,46.58774,0.30667
PIT,40.491467,-80.232872
PIU,-5.20575,-80.61644
PIW,55.58,-97.15
PIZ,69.732875,-163.005342
PJA,67.2456,23.0689
PJB,34.23,-111.3
PJC,-22.641425,-55.829989
PKA,60.7,-161.7
PKB,39.345103,-81.439203
PKC,53.16789,158.45367
PKE,-33.131389,148.239167
PKG,4.24472,100.553
PKJ,15.64,-90.76
PKK,21.33,95.1
PKM,7.73021,-59.8833
PKN,-2.70335,111.67062
PKO,9.35,2.617
PKR,28.200881,83.982056
PKT,-14.25,129.529167
PKU,0.46079,101.44454
PKV,57.82,28.3
PKW,-22.05835,27.828767
PKY,-2.22513,113.943
PKZ,15.1321,105.781
PLB,44.68754,-73.52403
PLD,9.87051,-85.4814
PLE,-5.37211,142.97573
PLF,9.383,14.93
PLH,50.42278,-4.10583
PLJ,16.53729,-88.36171
PLK,36.6234,-93.22648
PLM,-2.89825,104.6999
PLN,45.570927,-84.796715
PLO,-34.6053,135.88
PLP,8.40318,-78.14288
PLQ,55.97323,21.09386
PLR,33.55317,-86.24993
PLS,21.77361,-72.26583
PLU,-19.851181,-43.950628
PLV,49.5686,34.3972
PLW,-0.91854,119.90964
PLX,50.3513,80.2344
PLZ,-33.984919,25.617275
PMA,-5.25726,39.81142
PMC,-41.43889,-73.09395
PMD,34.62282,-118.09155
PMF,44.82448,10.29637
PMH,38.83,-82.85
PMI,39.55,2.733
PMK,-18.7553,146.58099
PML,56.00599,-160.55986
PMO,38.175958,13.091019
PMP,-6.367,143.6
PMQ,-46.537911,-70.978689
PMR,-40.320556,175.616944
PMV,10.91293,-63.96758
PMW,-10.2915,-48.357
PMY,-42.759161,-65.102725
PMZ,8.95028,-83.46811
PNA,42.770039,-1.646331
PNB,-10.71942,-48.39974
PNC,36.73,-97.1
PND,16.102,-88.80891
PNE,40.08,-75.02
PNG,-25.5402,-48.53116
PNH,11.54656,104.84414
PNK,-0.150711,109.403892
PNL,36.816519,11.968864
PNN,45.2,-67.57
PNP,-8.80454,148.30901
PNQ,18.58223,73.91988
PNR,-4.816028,11.886597
PNS,30.473425,-87.186611
PNT,-51.671475,-72.52835
PNV,55.72972,24.45934
PNZ,-9.362411,-40.569097
POA,-29.99443,-51.17143
POB,35.170883,-79.014472
POC,34.08,-117.8
POD,16.67,-14.97
POG,-0.711739,8.754383
POL,-12.98675,40.52249
POM,-9.44338,147.22005
POP,19.7579,-70.570033
POR,61.461686,21.799983
POS,10.59537,-61.33724
POT,18.198806,-76.534528
POU,41.626583,-73.884192
POW,45.47488,13.61481
POX,49.09663,2.0408
POY,44.86661,-108.7878
POZ,52.42103,16.82633
PPB,-22.175056,-51.424639
PPD,18.14,-65.82
PPE,31.35488,-113.5237
PPF,37.33181,-95.51127
PPG,-14.331,-170.7105
PPI,-33.23,138
PPK,54.78,69.18
PPL,27.5173,86.58483
PPM,26.23,-80.12
PPN,2.4544,-76.60932
PPO,24.79141,-76.29919
PPP,-20.495,148.552222
PPQ,-40.904722,174.989167
PPS,9.742119,118.758731
PPT,-17.55375,-149.60724
PPV,56.33,-133.7
PPW,59.35105,-2.90018
PPY,-22.28,-55.13
PPZ,6.22333,-67.44593
PQC,10.17032,103.99384
PQD,7.92778,81.5417
PQI,46.688958,-68.044797
PQM,17.5334,-91.9845
PQQ,-31.435833,152.863333
PQS,61.93,-162.9
PRA,-31.79478,-60.48036
PRB,35.672886,-120.62705
PRC,34.654472,-112.419583
PRE,5.6569,-71.93526
PRG,50.100833,14.26
PRH,18.13166,100.16446
PRI,-4.31929,55.69142
PRK,-29.67,22.7
PRM,37.1493,-8.58396
PRN,42.57278,21.03583
PRO,41.83,-94.1
PRP,41.660558,8.889747
PRQ,-26.75652,-60.4931
PRS,-9.717,161.4
PRU,18.93,95.22
PRV,49.4258,17.4047
PRX,33.636611,-95.45075
PRY,-25.65386,28.22423
PRZ,44.3,-120.9
PSA,43.683917,10.39275
PSB,40.88622,-78.08418
PSC,46.27,-119.1
PSD,31.279444,32.24
PSE,18.008306,-66.563028
PSF,42.43,-73.3
PSG,56.80488,-132.934
PSI,25.29045,63.34498
PSK,37.12,-80.68
PSL,56.4,-3.467
PSM,43.077944,-70.823278
PSO,1.396247,-77.291478
PSP,33.829667,-116.506694
PSQ,39.85887,-75.29966
PSR,42.431656,14.181067
PSS,-27.385839,-55.970728
PST,20.73424,-75.65722
PSU,0.8333,112.9
PSV,60.32176,-1.69335
PSW,-20.72,-46.62
PSX,28.7,-96.22
PTA,60.20305,-154.31866
PTB,37.18425,-77.50631
PTD,56.24667,-134.64806
PTF,-17.77685,177.19544
PTG,-23.926089,29.484422
PTH,56.97,-158.6
PTJ,-38.31913,141.47032
PTK,42.6655,-83.420083
PTM,7.57688,-70.17242
PTO,-26.22,-52.67
PTP,16.26531,-61.53181
PTQ,-1.733,-52.23
PTS,37.45,-94.73
PTU,59.01555,-161.82308
PTV,36.03,-119.1
PTW,40.23,-75.65
PTX,1.857769,-76.085719
PTY,9.07136,-79.38345
PTZ,-1.517,-78.03
PUB,38.289085,-104.496572
PUC,39.6,-110.8
PUD,-47.735292,-65.904097
PUE,8.66728,-77.41847
PUF,43.38,-0.41861
PUG,-32.506944,137.716667
PUJ,18.567367,-68.363431
PUK,-18.2956,-137.017
PUM,-4.1811,121.6134
PUN,-1.367,26.33
PUQ,-53.00264,-70.85459
PUR,-11.12,-67.5
PUS,35.17953,128.93822
PUT,14.13,77.78
PUU,0.50523,-76.50084
PUV,-20.23,164
PUW,46.74378,-117.10934
PUX,-40.33,-72.93
PUY,44.893533,13.922192
PUZ,14.047194,-83.386722
PVC,42.07,-70.22
PVD,41.732581,-71.420383
PVE,9.55879,-78.94754
PVF,38.72,-120.8
PVG,31.143378,121.805214
PVH,-8.709294,-63.902281
PVO,-1.04165,-80.4722
PVR,20.68008,-105.25417
PVS,64.378139,-173.243306
PVU,40.23,-111.7
PVW,34.17,-101.7
PWA,35.53159,-97.64267
PWD,48.78842,-104.5255
PWE,69.783283,170.597006
PWK,42.12,-87.9
PWM,43.646161,-70.309281
PWO,-8.467,28.88
PWQ,52.195,77.073889
PWT,47.49275,-122.76243
PWY,42.79522,-109.80765
PXA,-4.02404,103.37826
PXM,15.87686,-97.08912
PXO,33.07339,-16.34998
PXU,14,108
PYC,9.30972,-78.23459
PYH,5.619992,-67.606103
PYJ,66.40056,112.03028
PYK,35.77611,50.82667
PYM,41.97,-70.68
PYO,0.06667,-75.87
PYY,19.37,98.44
PZB,-29.648975,30.398667
PZH,31.35806,69.46333
PZI,26.53817,101.7944
PZO,8.28853,-62.76036
PZS,-38.76682,-72.6371
PZU,19.433639,37.234075
QAC,-24.8075,-49.9603
QAK,-21.267167,-43.761056
QAM,49.9,2.295
QBC,52.3875,-126.59583
QBL,31.74087,13.9535
QBX,-3.67952,-40.34042
QCH,-19.487,-40.5794
QCJ,-22.9395,-48.468
QCN,-29.3702,-50.832
QCR,-27.2825,-50.6114
QCY,53.093014,-0.166014
QDC,-21.4605,-51.6069
QDF,-20.7386,-43.7974
QDJ,34.68333,3.25
QFD,36.5458,2.87611
QFO,52.090833,0.131944
QGB,-22.60389,-47.41194
QGS,-12.1751,-38.3802
QGW,53.36315,11.61341
QHA,50.97,5.383
QHB,-22.7115,-47.6182
QHN,-12.43389,-46.40055
QHU,54.50944,9.13694
QHV,-29.81,-51.217
QIG,-6.33333,-39.2833
QIQ,-22.4311,-47.5642
QIT,-15.2445,-40.2772
QJD,-36.37,148.6
QKE,-14.45,28.46667
QKN,35.66667,10.1
QKR,5.15,-52.467
QLA,51.187167,-1.0335
QLD,36.503613,2.814167
QLF,61.1442,25.6935
QLT,41.542436,12.909019
QMF,-26.1589,-49.8322
QMM,42.77,10.23
QND,45.25,19.98
QNJ,46.191972,6.268386
QOA,-21.4878,-47.0344
QOE,50.83333,6.66667
QOW,5.42706,7.20603
QPD,22.42095,-83.67883
QPG,1.360417,103.90953
QPK,52.58016,13.91719
QRA,-26.242506,28.151169
QRC,-34.173694,-70.775694
QRE,-28.3225,-52.8162
QRF,-35.15,-60.4833
QRM,-32.214722,148.225
QRO,20.61729,-100.18566
QRR,-31.7333,147.80299
QRV,50.325,2.804
QRW,5.59611,5.81778
QSA,41.5167,2.1
QSC,-21.8764,-47.9033
QSF,36.17838,5.32562
QSI,-3.3622,37.32811
QSN,22.7561,-81.9209
QSR,40.6204,14.91129
QSX,6.24,-57.52
QTJ,48.45694,1.52017
QUG,50.83,-0.8
QUO,4.87649,8.08577
QUS,12.171667,6.696111
QVA,45.7422,8.888231
QVE,60.82,23.67
QWG,35.21,-80.67
QYR,48.322136,4.016703
RAB,-4.335,152.4
RAC,42.75,-87.82
RAD,18.41846,-64.61791
RAE,30.90659,41.13822
RAF,-31.28333,-61.5
RAG,-37.8,174.9
RAH,29.62642,43.49061
RAI,14.94197,-23.48448
RAK,31.60689,-8.0363
RAL,33.95168,-117.44588
RAN,44.36432,12.22547
RAO,-21.13417,-47.77419
RAP,44.045333,-103.057361
RAR,-21.20274,-159.80556
RAS,37.325314,49.605817
RAT,62.1586,77.3289
RAV,6.317,-70.18
RAW,-6.22196,155.56984
RBA,34.051467,-6.751519
RBB,-4.4,-59.58
RBD,32.68097,-96.86834
RBH,58.55,-155.8
RBI,-16.53353,179.97537
RBJ,45.38,141
RBL,40.15,-122.3
RBM,48.90095,12.518186
RBQ,-14.45,-67.55
RBR,-9.869158,-67.894072
RBS,-37.7,148.5
RBT,2.34544,37.99896
RBU,-20.77,117.2
RBW,32.92045,-80.64121
RBX,6.82477,29.66892
RBY,64.73,-155.5
RCA,44.145042,-103.103567
RCB,-28.74104,32.09211
RCE,48.60815,-123.15963
RCM,-20.7019,143.11501
RCQ,-29.210278,-59.68
RCR,41.07,-86.22
RCS,51.35,0.5
RCT,43.9,-85.52
RCU,-33.085128,-64.261314
RCY,23.68344,-74.83625
RDB,68.02875,-162.90855
RDD,40.50876,-122.29445
RDG,40.3785,-75.96525
RDM,44.254066,-121.149964
RDO,51.3901,21.20928
RDP,23.62534,87.2414
RDR,47.9497,-97.3944
RDU,35.87946,-78.7871
RDV,61.83,-157.3
RDZ,44.407869,2.482672
REA,-18.4659,-136.44
REB,53.30483,12.74603
REC,-8.126794,-34.923039
REE,33.49,-101.8
REG,38.07121,15.65156
REL,-43.2105,-65.27032
REN,51.795786,55.456744
REP,13.41067,103.81284
REQ,29.04401,62.19721
RER,14.52102,-91.69726
RES,-27.449986,-59.056125
REU,41.147392,1.167172
REX,26.00891,-98.22851
REY,-14.30553,-67.35406
REZ,-22.47826,-44.47909
RFD,42.20164,-89.09567
RFG,28.29055,-97.32499
RFK,32.9493,-90.84505
RFP,-16.7229,-151.466
RGA,-53.77767,-67.74939
RGI,-14.95428,-147.6608
RGK,51.9692,85.8364
RGL,-51.608875,-69.312636
RGN,16.9073,96.13322
RGO,41.80331,129.85402
RGR,32.45592,-98.68012
RGS,42.35763,-3.62076
RGT,-0.35281,102.33492
RHE,49.31,4.05
RHG,-1.49833,29.6325
RHI,45.631194,-89.467472
RHL,-22.62534,119.95869
RHO,36.40542,28.08619
RHR,25.69066,55.77772
RHT,39.22213,101.54942
RHV,37.35,-121.9
RIA,-29.711358,-53.688153
RIB,-11.02,-66.08
RIC,37.50517,-77.31967
RIE,45.5,-91.73
RIF,38.73644,-112.09894
RIH,8.37503,-80.12816
RIJ,-6.06786,-77.15998
RIK,9.87051,-85.4814
RIL,39.52,-107.7
RIR,33.99,-117.4
RIV,33.89267,-117.26081
RIW,43.05,-108.5
RIX,56.923611,23.971111
RIZ,35.39619,119.34109
RJK,45.21689,14.57027
RJL,42.45731,-2.31627
RJM,-0.4349,130.77078
RKC,41.73044,-122.54355
RKD,44.07,-69.1
RKE,55.585567,12.131428
RKI,-2.08282,99.69398
RKP,28.08,-97.03
RKR,35.01964,-94.61903
RKS,41.594217,-109.065192
RKT,25.61348,55.93882
RKV,64.13,-21.940556
RKW,35.92,-84.68
RKZ,29.3519,89.31
RLA,38.13,-91.78
RLG,53.918167,12.278333
RLO,-32.38384,-65.18558
RLT,18.79127,7.36659
RMA,-26.55,148.8
RMC,42.35002,-89.05233
RMD,18.70081,79.39184
RMF,25.55646,34.59509
RMG,34.350601,-85.158014
RMI,44.02029,12.61175
RMK,-34.196389,140.673889
RML,6.821994,79.886208
RMN,-5.917,141.3
RMP,65.5,-150.2
RMQ,24.2625,120.62694
RMS,49.436911,7.600283
RMU,37.80507,-1.12636
RNA,-9.86114,161.9801
RNB,56.266667,15.265
RNC,35.70343,-85.84002
RND,29.529675,-98.2789
RNH,45.15094,-92.54304
RNI,12.08,-83.07
RNL,-11.55006,160.06273
RNN,55.06327,14.75956
RNO,39.49858,-119.76806
RNS,48.069508,-1.734794
RNT,47.49288,-122.21568
RNU,5.95654,116.67922
RNZ,40.95,-87.15
ROA,37.325472,-79.975417
ROB,6.233789,-10.362311
ROC,43.118866,-77.672389
ROD,-33.812181,19.902828
ROF,41.73044,-122.54355
ROG,36.3723,-94.10687
ROI,16.1168,103.774
ROK,-23.381944,150.475278
ROL,40.27829,-110.05126
ROO,-16.586,-54.7248
ROR,7.36733,134.54081
ROS,-32.903611,-60.785
ROT,-38.109167,176.317222
ROU,43.69494,26.05635
ROV,47.25821,39.81809
ROW,33.301556,-104.530556
ROZ,36.64205,-6.34769
RPN,32.98105,35.57191
RPR,21.1804,81.7388
RPX,46.47469,-108.54398
RRE,-29.65,138.1
RRR,-16.04717,-142.47701
RRT,48.9,-95.3
RSA,-36.588322,-64.275694
RSD,24.89177,-76.17044
RSE,-33.8,151.2
RSH,61.78,-161.3
RSJ,48.64566,-122.86796
RSK,-1.50845,134.187
RSL,38.88,-98.85
RSS,11.78589,34.33666
